name,chinese_name,native_province,native_province,Guangdong,Anhui,Hebei,Beijing,Yunnan,Shanxi,Henan,Shandong,Jiangsu,Guangxi,Zhejiang,Sichuan,Jilin,Shanghai,Fujian,Hunan,Liaoning,Hainan,Hubei,Jiangxi,Heilongjiang,Chongqing,Xinjiang,Inner Mongolia,Gansu,Tianjin,Shaanxi,Guizhou,Guizhou,Ningxia,Tibet,Qinghai,Gender,female,male,Position,,,,,,Targeted
Cui Shuyan,崔淑艳,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,0,,,,,,1
Liu Jianrong,刘建荣,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhou Shaowu,周少武,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Quanfa,张权发,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhou Laizhen,周来振,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Qiyue,曹其跃,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Kunxue,李昆学,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Ran Tao,冉涛,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ren Guangming,任光明,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Zhifu,李智富,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Fang Keyou,方克友,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Peng Huanlei,逄焕磊,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Qin Xiaoguang,覃晓光,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Ruiqing,沈瑞卿,Jiangsu,Jiangsu,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Hou Zhiyu,侯志宇,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Jun,陈军,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yan Jianlin,闫建霖,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wei Wanlin,魏万林,Gansu,Gansu,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Jiang Yingsheng,蒋英胜,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Su Haozhi,苏浩志,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Gai Ruyin,盖如垠,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Tinggui,李廷贵,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wu Shuyuan,吴树元,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Guo Guangchang,郭广昌,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Hongbao,张洪宝,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Mingquan,李明泉,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Tiecheng,王铁成,Gansu,Gansu,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Lusheng,曹鲁胜,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Anyun,李安运,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yuan Dongsheng,袁东升,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Guofeng,陈国峰,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ren Jinming,任津明,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Shi Shaolin,史少林,Shaanxi,Shaanxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chang Xiaobing,常小兵,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lu Fuping,李赋屏,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Xinmin,陈新民,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Yurong,吴蔚荣,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Weng Zhengqiang,翁正强,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Tongfang,王铜芳,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
He Dengfeng,贺登峰,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Jinggang,张景刚,Guizhou,Guizhou,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Zezhu,杨泽柱,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Yu,张宇,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Sun Yiliang,孙义良,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liu Xianyi,刘先义,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Ji Gang,季刚,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Wanchao,张万超,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Dong Chengfa,董呈发,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Min(3),王民,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lü Fuchun,吕福春,Tianjin,Tianjin,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Zejin,张泽进,Guizhou,Guizhou,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Hao,张浩,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wei Hong,魏宏,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Xuefeng,陈雪枫,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Hu Chao,胡超,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Gu Chaochang,贾朝强,Guangxi,Guangxi,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liao Shaohua (2),廖绍华,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Gong Qinggai,龚清概,Fujian,Fujian,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Mou Shaolun,牟少伦,Chongqing,Chongqing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yang Dehua,杨德华,Guizhou,Guizhou,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,No,Yes,0,,,,,,1
Meng Fanyou,孟繁有,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Baoan,王保安,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wei Changping,魏常平,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Dongmei,张冬梅,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,0,,,,,,1
Dai Enbiao,戴恩彪,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liu Yuchao,刘玉超,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Bai Zhanglong,白章龙,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Zhigeng,刘志庚,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Liu Shenghua,刘圣华,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhao Changfu,赵常福,Hebei,Hebei,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Bin,陈斌,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Guozhong,李国忠,Qinghai,Qinghai,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,No,Yes,1,,,,,,1
Cai Xiyou,蔡希有,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Yicheng,李义成,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Weiping,曹卫平,Shanxi,Shanxi,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wei Ningxian,韦宁贤,Guangxi,Guangxi,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Hua Yingsheng,华应生,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Qi Feng,齐峰,Shanxi,Shanxi,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Fei Yinpu,费银普,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Bihong,林碧红,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,0,,,,,,1
Zhu Genjia,朱根甲,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Bi Hua,毕华,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Shao Yi,邵毅,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Minggang,刘明刚,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Huihe,刘会和,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Jiang Wenfu,江文富,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Chen Yansheng,陈炎生,Fujian,Fujian,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhang Jun,张军,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wu Xiping,巫希平,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Yazhou,杨亚洲,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cai Niangeng,蔡念庚,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Qin Daoxiong,覃道雄,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Min(4),王珉,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Jianming,杨建明,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lu Yi,鲁轶,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wang Yang,王阳,Shaanxi,Shaanxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Lu Ziyue,卢子跃,Zhejiang,Zhejiang,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Mao Chuanqiang,毛传强,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Lingcheng,李令成,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Hu Xunbi,胡勋璧,Hubei,Hubei,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Ren Huaxi,任华兮,Sichuan,Sichuan,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Jianxin,李建新,Gansu,Gansu,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Xu Jianjun,徐建军,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Wang Yiqun,王毅群,Fujian,Fujian,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Bu Jinlai,步进来,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Ili Ismail / Yili Simayi,依利·司马义,Xinjiang,Xinjiang,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Du Min,杜敏,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Pi Lin,皮林,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Li Jia (2),李嘉,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Liu Zhong,刘忠,Guangxi,Guangxi,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Guanghe,张光合,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Tan Dinghua,谭定华,Guizhou,Guizhou,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Male,No,Yes,0,,,,,,1
Jia Shuguang,贾曙光,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chi Jie,迟捷,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Zhang Shenyong,张慎勇,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Yang Maolin,杨茂林,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Cao Guangliang,曹光亮,Jiangxi,Jiangxi,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Rao Qiong,饶琼,Chongqing,Chongqing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Female,Yes,No,1,,,,,,1
Yang Luyu,杨鲁豫,Shandong,Shandong,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Su Hongzhang,苏宏章,Liaoning,Liaoning,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Lian Xiaoqiang,廉小强,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Lai Buke,赖布克,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Wu Aimin,吴爱民,null,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,0,,,,,,1
Chen Jiaji,陈家记,Guangdong,Guangdong,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Li Yilong,李亿龙,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Xu Benlai,徐本来,Anhui,Anhui,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Zhu Donghui,朱东晖,Henan,Henan,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Yang Pingfang,杨评防,Hunan,Hunan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
Bao Minghu,保明虎,Yunnan,Yunnan,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,No,Yes,1,,,,,,1
